id,school_id,created_by,type,subject_id,subject,grade,difficulty,language,question,statement,answers,correct_index,correct_answer,explanation,unit,image_url,tags,time_limit,lehrplan21_topic,is_active,created_at,updated_at
aa5fbbf9-3dce-4493-a33c-db7b997a04dc,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,2,4,en,What is the capital of North Macedonia?,,"[""Ankara"", ""Skopje"", ""Athens"", ""Kyiv""]",1,,The capital of North Macedonia is Skopje.,,,"[""geography"", ""capitals"", ""en"", ""grade-2"", ""diff-4""]",27200,NMG.8.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
465973fb-f914-4b3d-9e13-9a543da6399b,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,1,2,en,What is 87 ÷ 11? (round to nearest integer),,"[""9"", ""7"", ""8"", ""10""]",2,,The correct result is 8.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-2""]",19800,MA.1.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
35f181cd-fb93-4c43-ba25-e149551c4e4b,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,3,4,fr,Combien font 6 ÷ 2 ? (arrondir à l'entier le plus proche),,"[""4"", ""5"", ""2"", ""3""]",3,,Le résultat correct est 3.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-3"", ""diff-4""]",23800,MA.2.A.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f8a5a11e-7372-4b7b-8408-23a3f37da0f5,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f9067f9-9e39-4e38-944f-6701b837981b,math,4,4,en,,10 + 10 equals 2 × 10.,,,True,"By distributive property, it's always true.",,,"[""math"", ""true-false"", ""en"", ""grade-4"", ""diff-4""]",20400,MA.2.A.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
262f3ee0-0583-4df9-b4a0-dc5c52e9f52c,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,2,en,What is 14 ÷ 7? (round to nearest integer),,"[""3"", ""2"", ""4"", ""1""]",1,,The correct result is 2.,,,"[""math"", ""arithmetic"", ""en"", ""grade-2"", ""diff-2""]",17600,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
b591a3a1-81b6-4025-a47a-9a5e73c0300f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,3,3,en,A square has side 23 cm. What is its perimeter?,,"[""100"", ""96"", ""92"", ""88""]",2,,The correct result is 92.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-3""]",19600,MA.2.A.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
133abfc1-c191-448b-84de-2f471be47e12,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,6,4,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-6"", ""diff-4""]",13600,D.6.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
c272937b-73fd-404b-804c-f4a3a1e28ba0,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,1,3,en,,Tokyo is the capital of Mexico.,,,False,The capital of Mexico is Mexico City.,,,"[""geography"", ""true-false"", ""en"", ""grade-1"", ""diff-3""]",25200,NMG.8.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
315a5424-2b5f-4de9-88e6-e0d2d70212a4,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,6,2,en,"In a food chain, which is a plant?",,"[""Producer"", ""Consumer"", ""Decomposer"", ""Predator""]",0,,Plants are producers.,,,"[""general-knowledge"", ""en"", ""grade-6"", ""diff-2""]",8800,NMG.7.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
8fb07120-dd86-4773-a7bd-067fa58c55a7,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,image-question,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,3,4,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",2,,Recognize the animal in the image.,,https://picsum.photos/seed/img224/400/300,"[""language"", ""image"", ""en"", ""grade-3"", ""diff-4""]",23800,D.4.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
c9b2f6be-5c92-4958-b3b1-ee94a9562bfd,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,1,2,en,What is 12 × 2?,,"[""24"", ""21"", ""22"", ""28""]",0,,The correct result is 24.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-2""]",19800,MA.1.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
6ac714f3-1e5d-4c11-8967-6b0c5aacd686,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,6,1,de,Wähle den richtigen Artikel: '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' beginnt mit Vokal → 'an'.,,,"[""language"", ""grammar"", ""de"", ""grade-6"", ""diff-1""]",6400,D.6.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
4deb6ea0-4b1e-4060-9c91-b34bb9a7dd35,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,2,2,de,Wie heißt die Hauptstadt von Ukraine?,,"[""Washington, D.C."", ""Warsaw"", ""Tokyo"", ""Kyiv""]",3,,Die Hauptstadt von Ukraine ist Kyiv.,,,"[""geography"", ""capitals"", ""de"", ""grade-2"", ""diff-2""]",17600,NMG.8.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
d4bd717b-4ee9-4aac-a3aa-af0e55f6ddfe,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,6,3,de,Wie hoch (in Metern) ist der Eiffelturm ungefähr? (auf ganze Zahl),,,,324,Der Eiffelturm ist ca. 324 m hoch.,m,,"[""geography"", ""number-input"", ""de"", ""grade-6"", ""diff-3""]",11200,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
3bebf071-acb4-40ee-9719-de8927d86e37,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,3,2,fr,Combien font 11 × 9 ?,,"[""99"", ""102"", ""98"", ""95""]",0,,Le résultat correct est 99.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-3"", ""diff-2""]",15400,MA.2.A.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
50f79e01-c169-4b30-9411-f1261406e08c,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,3,3,de,Wieviele Buchstaben hat das Wort 'computer' (engl.)?,,,,8,Zähle die Buchstaben des englischen Wortes.,,,"[""language"", ""spelling"", ""de"", ""grade-3"", ""diff-3""]",19600,D.4.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
fbb253cf-10b5-489a-bdb3-624ed1f977b7,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,image-question,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,1,3,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",3,,Recognize the animal in the image.,,https://picsum.photos/seed/img231/400/300,"[""language"", ""image"", ""en"", ""grade-1"", ""diff-3""]",25200,D.2.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
da79294f-7c3a-43f5-9c64-8c3df0d15163,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,2,2,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-2"", ""diff-2""]",17600,NMG.3.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f8fe7dc2-0d1b-4895-9a04-a43fdda3dbbf,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,2,3,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-2"", ""diff-3""]",22400,NMG.8.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
45393d46-83f8-42d9-8abf-9599b3d42c8f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,1,de,Wie viel ist 41 × 16?,,,,656,41×16=656.,,,"[""math"", ""number-input"", ""de"", ""grade-2"", ""diff-1""]",12800,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
1f9a26e2-b2b6-4ba8-9bee-82cf2d1e02da,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,1,2,de,,Es gibt 7 Kontinente auf der Erde.,,,True,Das gängige Modell zählt 7 Kontinente.,,,"[""geography"", ""true-false"", ""de"", ""grade-1"", ""diff-2""]",19800,NMG.8.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
bdd7be53-2f5e-49a8-bf4e-e5eca21d3ec1,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,6,5,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-6"", ""diff-5""]",16000,D.6.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
e7e44b6a-9dab-4bd7-b956-0728031e7046,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,3,1,fr,"Dans une chaîne alimentaire, qu'est-ce qui est une plante ?",,"[""Producteur"", ""Consommateur"", ""D\u00e9composeur"", ""Pr\u00e9dateur""]",0,,Les plantes sont des producteurs.,,,"[""general-knowledge"", ""fr"", ""grade-3"", ""diff-1""]",11200,NMG.4.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
bf12a067-d91b-4bc5-b9aa-6ab9fc9a9034,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,1,3,fr,Choisissez l'article correct : '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' commence par une voyelle → 'an'.,,,"[""language"", ""grammar"", ""fr"", ""grade-1"", ""diff-3""]",25200,D.2.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f26b7709-906b-4f88-b29b-35236e6f4c2b,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,6,2,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-6"", ""diff-2""]",8800,NMG.7.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
3efe1ae1-2f10-4fad-aa27-4d7e0d8eb5ed,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,6,4,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-6"", ""diff-4""]",13600,NMG.7.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
45caf529-b975-48f1-b04c-f358fa660d98,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,2,1,fr,Choisissez la forme correcte : 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Le pluriel utilise 'are'.,,,"[""language"", ""grammar"", ""fr"", ""grade-2"", ""diff-1""]",12800,D.3.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
1252f85c-d976-4523-998e-55f7cc822da8,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,5,fr,,5 + 5 est égal à 2 × 5.,,,True,"Par distributivité, c'est toujours vrai.",,,"[""math"", ""true-false"", ""fr"", ""grade-2"", ""diff-5""]",32000,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
7123d504-168e-4978-ade8-64f560ce90ef,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,3,en,What is 4 × 2?,,"[""10"", ""8"", ""5"", ""12""]",1,,The correct result is 8.,,,"[""math"", ""arithmetic"", ""en"", ""grade-2"", ""diff-3""]",22400,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
cd2c115c-497a-45fc-bfd9-65673793ea1c,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,4,1,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-4"", ""diff-1""]",9600,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
63e3b8a6-0032-4219-99ba-5595ded507fe,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,3,2,en,"In a food chain, which is a plant?",,"[""Producer"", ""Consumer"", ""Decomposer"", ""Predator""]",0,,Plants are producers.,,,"[""general-knowledge"", ""en"", ""grade-3"", ""diff-2""]",15400,NMG.4.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
97ea2d11-bd5e-4cff-949e-305f48aa3719,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,image-question,9f9067f9-9e39-4e38-944f-6701b837981b,math,1,3,de,Welche Form ist auf dem Bild zu sehen?,,"[""Kreis"", ""Quadrat"", ""Dreieck"", ""Rechteck""]",0,,Erkenne die einfache geometrische Form.,,https://picsum.photos/seed/img246/400/300,"[""math"", ""image"", ""de"", ""grade-1"", ""diff-3""]",25200,MA.1.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
8742a2b5-5250-4bce-aa93-43cd4ef40ecb,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,5,5,en,,There are 7 continents on Earth.,,,True,Common model counts 7 continents.,,,"[""geography"", ""true-false"", ""en"", ""grade-5"", ""diff-5""]",20000,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f8a40013-75b0-448a-9053-ec06b5765a06,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,6,2,de,Wieviele Buchstaben hat das Wort 'giraffe' (engl.)?,,,,7,Zähle die Buchstaben des englischen Wortes.,,,"[""language"", ""spelling"", ""de"", ""grade-6"", ""diff-2""]",8800,D.6.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
6b5d2b04-a0f6-4708-8d57-a1def98420a5,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,9f9067f9-9e39-4e38-944f-6701b837981b,math,5,3,en,What is 91 ÷ 10? (round to nearest integer),,"[""9"", ""11"", ""8"", ""10""]",0,,The correct result is 9.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-3""]",14000,MA.3.A.5,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
6f202d5e-1f61-4f3a-8e1c-2075a5dea8c4,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,6,1,en,,There are 7 continents on Earth.,,,True,Common model counts 7 continents.,,,"[""geography"", ""true-false"", ""en"", ""grade-6"", ""diff-1""]",6400,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
65842183-9c04-4ed4-9477-8c7254b69cc7,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,4,de,Wieviel sind 40% von 50?,,,,20,40% von 50 = 50×40/100 = 20.,,,"[""math"", ""number-input"", ""de"", ""grade-2"", ""diff-4""]",27200,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
83aad636-db2b-460c-9d5f-f4072e0a4b79,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,3,4,en,What is the capital of China?,,"[""Beijing"", ""Mexico City"", ""Cairo"", ""Kyiv""]",0,,The capital of China is Beijing.,,,"[""geography"", ""capitals"", ""en"", ""grade-3"", ""diff-4""]",23800,NMG.8.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
7c4a8d15-aec1-4381-9769-0a02d32dd7e1,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,1,en,,76 is an odd number.,,,False,Odd numbers are not divisible by 2.,,,"[""math"", ""true-false"", ""en"", ""grade-2"", ""diff-1""]",12800,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
382722ee-36f8-4328-8566-1558aa1bbf5e,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,4,1,de,Auf welchem Kontinent liegt Brazil?,,"[""Europe"", ""South America"", ""Africa"", ""Asia""]",1,,Brazil liegt in South America.,,,"[""geography"", ""continents"", ""de"", ""grade-4"", ""diff-1""]",9600,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
10d42979-0781-4828-973a-62da5bd916f2,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,6,2,de,Welcher Planet ist als der Rote Planet bekannt?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Merkur""]",0,,Mars heißt der Rote Planet wegen Eisenoxid (Rost) auf der Oberfläche.,,,"[""general-knowledge"", ""de"", ""grade-6"", ""diff-2""]",8800,NMG.7.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
77f17e4b-f10e-4178-974e-65543fd9e3e3,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,4,2,de,,Im Englischen beginnt ein Satz mit einem Großbuchstaben.,,,True,Das ist eine Standardregel der Grammatik.,,,"[""language"", ""true-false"", ""de"", ""grade-4"", ""diff-2""]",13200,D.5.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
6ad500bd-bd62-439b-a8f6-96858d857603,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,5,2,de,Wie heißt die Hauptstadt von Germany?,,"[""Belgrade"", ""Bras\u00edlia"", ""New Delhi"", ""Berlin""]",3,,Die Hauptstadt von Germany ist Berlin.,,,"[""geography"", ""capitals"", ""de"", ""grade-5"", ""diff-2""]",11000,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
25b730d8-1b35-48cf-967b-4eda85e0ddcd,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,5,en,What is 42 + 838?,,,,880,42+838=880.,,,"[""math"", ""number-input"", ""en"", ""grade-2"", ""diff-5""]",32000,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
2599efb7-d285-4ee4-80d0-0fdab02691f7,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f7cac5d-a898-4073-a7cb-458fe6289d23,language,6,2,fr,,"En anglais, une phrase commence par une majuscule.",,,True,Règle grammaticale standard.,,,"[""language"", ""true-false"", ""fr"", ""grade-6"", ""diff-2""]",8800,D.6.A.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
bcd912ad-a908-487c-9cd0-6515fee2a041,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,4,4,en,What is the capital of Italy?,,"[""Rome"", ""Brussels"", ""Kyiv"", ""Mexico City""]",0,,The capital of Italy is Rome.,,,"[""geography"", ""capitals"", ""en"", ""grade-4"", ""diff-4""]",20400,NMG.8.4,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
564a17e3-f3e8-4bcd-9c94-999163ceadf5,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,9f9067f9-9e39-4e38-944f-6701b837981b,math,5,2,fr,,16 + 20 est supérieur à 16 × 20.,,,False,Comparez la somme et le produit.,,,"[""math"", ""true-false"", ""fr"", ""grade-5"", ""diff-2""]",11000,MA.3.A.5,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
b03e1718-24bb-42b9-879f-c82d556cc9c0,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,3,2,de,Wie viele Tage hat ein Schaltjahr?,,,,366,Schaltjahre haben 366 Tage.,,,"[""general-knowledge"", ""number-input"", ""de"", ""grade-3"", ""diff-2""]",15400,NMG.4.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
f83b7241-6cf7-45f9-9cd2-28b353fcb506,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,2,3,fr,,Il y a 7 continents sur Terre.,,,True,Le modèle courant compte 7 continents.,,,"[""geography"", ""true-false"", ""fr"", ""grade-2"", ""diff-3""]",22400,NMG.8.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
900bbd5b-51a0-473e-b3b8-13bc47a8984e,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,true-false,d15fe1f7-7306-47d5-8a8d-58178d110b00,general-knowledge,4,4,fr,,"Au niveau de la mer, l'eau bout à 100°C.",,,True,Le point d'ébullition de l'eau au niveau de la mer est 100°C.,,,"[""general-knowledge"", ""true-false"", ""fr"", ""grade-4"", ""diff-4""]",20400,NMG.5.1,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
fed192e4-c4b9-406c-9e08-46491db5f145,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,multiple-choice,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,3,4,en,What is the capital of Netherlands?,,"[""Amsterdam"", ""Oslo"", ""Bras\u00edlia"", ""Belgrade""]",0,,The capital of Netherlands is Amsterdam.,,,"[""geography"", ""capitals"", ""en"", ""grade-3"", ""diff-4""]",23800,NMG.8.3,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
56142f85-72be-4106-8061-0cd178cf974f,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,image-question,0a8b8797-918c-4893-bfab-6614dd7fd0c2,geography,2,1,en,Which shape is shown in the image?,,"[""Circle"", ""Square"", ""Triangle"", ""Rectangle""]",3,,Identify the basic geometric shape.,,https://picsum.photos/seed/img266/400/300,"[""geography"", ""image"", ""en"", ""grade-2"", ""diff-1""]",12800,NMG.8.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
2077f83d-83bf-4bbb-9da1-7dfcca41547b,90db317f-4989-421b-b0e2-5888e06fd22d,d37e0fc8-da07-4191-a037-de021fc1ded9,number-input,9f9067f9-9e39-4e38-944f-6701b837981b,math,2,2,fr,Combien font 904 + 84 ?,,,,988,904+84=988.,,,"[""math"", ""number-input"", ""fr"", ""grade-2"", ""diff-2""]",17600,MA.1.A.2,True,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
